date_time|day_minute|object|count
2019-12-16 19:00:00|1140|truck|0.2
2019-12-16 19:00:00|1140|car|2.516667
2019-12-16 19:00:00|1140|person|3.683333
2019-12-16 19:00:00|1140|bus|0.2
2019-12-16 19:00:00|1140|traffic light|0.05
2019-12-16 19:01:00|1141|car|3.733333
2019-12-16 19:01:00|1141|person|1.966667
2019-12-16 19:01:00|1141|traffic light|0.05
2019-12-16 19:01:00|1141|truck|0.066667
2019-12-16 19:01:00|1141|bicycle|0.033333
2019-12-16 19:02:00|1142|car|2.316667
2019-12-16 19:02:00|1142|person|0.416667
2019-12-16 19:02:00|1142|bicycle|0.016667
2019-12-16 19:02:00|1142|traffic light|0.5
2019-12-16 19:02:00|1142|truck|0.166667
2019-12-16 19:02:00|1142|bus|0.066667
2019-12-16 19:02:00|1142|traffic light|0.2
2019-12-16 19:02:00|1142|truck|0.45
2019-12-16 19:02:00|1142|car|3.133333
2019-12-16 19:02:00|1142|bus|0.266667
2019-12-16 19:03:00|1143|traffic light|0.533333
2019-12-16 19:03:00|1143|car|3.35
2019-12-16 19:03:00|1143|car|2.216667
2019-12-16 19:03:00|1143|traffic light|0.166667
2019-12-16 19:03:00|1143|person|1.983333
2019-12-16 19:03:00|1143|backpack|0.1
2019-12-16 19:04:00|1144|car|2.816667
2019-12-16 19:04:00|1144|person|1.55
2019-12-16 19:04:00|1144|traffic light|0.05
2019-12-16 19:04:00|1144|truck|0.05
2019-12-16 19:04:00|1144|bus|0.016667
2019-12-16 19:04:00|1144|motorcycle|0.016667
2019-12-16 19:05:00|1145|car|2.283333
2019-12-16 19:05:00|1145|person|1.85
2019-12-16 19:05:00|1145|traffic light|0.016667
2019-12-16 19:05:00|1145|truck|0.033333
2019-12-16 19:05:00|1145|car|2.883333
2019-12-16 19:05:00|1145|person|0.716667
2019-12-16 19:05:00|1145|truck|0.3
2019-12-16 19:05:00|1145|bus|0.016667
2019-12-16 19:06:00|1146|car|2.8
2019-12-16 19:06:00|1146|person|0.15
2019-12-16 19:06:00|1146|truck|0.116667
2019-12-16 19:06:00|1146|bus|0.016667
2019-12-16 19:06:00|1146|truck|0.216667
2019-12-16 19:06:00|1146|car|2.65
2019-12-16 19:06:00|1146|bus|0.083333
2019-12-16 19:07:00|1147|truck|0.2
2019-12-16 19:07:00|1147|car|3.366667
2019-12-16 19:07:00|1147|person|0.45
2019-12-16 19:07:00|1147|car|2.366667
2019-12-16 19:08:00|1148|car|2.783333
2019-12-16 19:08:00|1148|traffic light|0.033333
2019-12-16 19:08:00|1148|truck|0.1
2019-12-16 19:08:00|1148|person|0.216667
2019-12-16 19:09:00|1149|traffic light|0.483333
2019-12-16 19:09:00|1149|car|3.166667
2019-12-16 19:09:00|1149|person|1.083333
2019-12-16 19:09:00|1149|bicycle|0.033333
2019-12-16 19:09:00|1149|truck|0.133333
2019-12-16 19:09:00|1149|traffic light|0.466667
2019-12-16 19:09:00|1149|car|2.333333
2019-12-16 19:09:00|1149|person|0.85
2019-12-16 19:09:00|1149|motorcycle|0.05
2019-12-16 19:09:00|1149|bicycle|0.083333
2019-12-16 19:09:00|1149|truck|0.016667
2019-12-16 19:10:00|1150|car|3.133333
2019-12-16 19:10:00|1150|traffic light|0.283333
2019-12-16 19:10:00|1150|truck|0.183333
2019-12-16 19:10:00|1150|traffic light|0.016667
2019-12-16 19:10:00|1150|car|3.516667
2019-12-16 19:10:00|1150|truck|0.366667
2019-12-16 19:10:00|1150|person|0.416667
2019-12-16 19:10:00|1150|bus|0.016667
2019-12-16 19:10:00|1150|bicycle|0.033333
2019-12-16 19:11:00|1151|car|3.05
2019-12-16 19:11:00|1151|truck|0.016667
2019-12-16 19:11:00|1151|bus|0.216667
2019-12-16 19:11:00|1151|person|0.066667
2019-12-16 19:12:00|1152|car|2.7
2019-12-16 19:12:00|1152|person|1.65
2019-12-16 19:12:00|1152|traffic light|0.016667
2019-12-16 19:12:00|1152|car|2.716667
2019-12-16 19:12:00|1152|truck|0.016667
2019-12-16 19:12:00|1152|person|2.433333
2019-12-16 19:12:00|1152|bicycle|0.116667
2019-12-16 19:12:00|1152|motorcycle|0.016667
2019-12-16 19:13:00|1153|car|3.616667
2019-12-16 19:13:00|1153|person|2.266667
2019-12-16 19:13:00|1153|bus|0.033333
2019-12-16 19:13:00|1153|truck|0.2
2019-12-16 19:13:00|1153|backpack|0.05
2019-12-16 19:13:00|1153|car|2.283333
2019-12-16 19:13:00|1153|person|0.45
2019-12-16 19:14:00|1154|car|2.466667
2019-12-16 19:14:00|1154|person|0.8
2019-12-16 19:14:00|1154|truck|0.066667
2019-12-16 19:14:00|1154|bus|0.033333
2019-12-16 19:15:00|1155|bus|0.066667
2019-12-16 19:15:00|1155|car|2.4
2019-12-16 19:15:00|1155|person|0.183333
2019-12-16 19:15:00|1155|car|2.3
2019-12-16 19:15:00|1155|person|0.333333
2019-12-16 19:15:00|1155|traffic light|0.016667
2019-12-16 19:16:00|1156|car|2.816667
2019-12-16 19:16:00|1156|person|1.366667
2019-12-16 19:16:00|1156|truck|0.183333
2019-12-16 19:16:00|1156|bus|0.183333
2019-12-16 19:16:00|1156|bicycle|0.016667
2019-12-16 19:16:00|1156|backpack|0.066667
2019-12-16 19:16:00|1156|traffic light|0.016667
2019-12-16 19:16:00|1156|car|2.566667
2019-12-16 19:16:00|1156|person|0.4
2019-12-16 19:17:00|1157|car|2.3
2019-12-16 19:17:00|1157|traffic light|0.05
2019-12-16 19:17:00|1157|person|0.983333
2019-12-16 19:17:00|1157|backpack|0.05
2019-12-16 19:17:00|1157|truck|0.016667
2019-12-16 19:17:00|1157|bus|0.1
2019-12-16 19:18:00|1158|bus|0.1
2019-12-16 19:18:00|1158|car|2.45
2019-12-16 19:18:00|1158|person|3.016667
2019-12-16 19:18:00|1158|truck|0.016667
2019-12-16 19:18:00|1158|traffic light|0.116667
2019-12-16 19:18:00|1158|motorcycle|0.1
2019-12-16 19:18:00|1158|truck|0.45
2019-12-16 19:18:00|1158|car|2.716667
2019-12-16 19:18:00|1158|person|1.666667
2019-12-16 19:18:00|1158|bus|0.016667
2019-12-16 19:18:00|1158|traffic light|0.466667
2019-12-16 19:18:00|1158|backpack|0.016667
2019-12-16 19:19:00|1159|traffic light|0.816667
2019-12-16 19:19:00|1159|car|4.883333
2019-12-16 19:19:00|1159|bus|0.066667
2019-12-16 19:19:00|1159|truck|0.1
2019-12-16 19:19:00|1159|person|0.033333
2019-12-16 19:19:00|1159|truck|0.5
2019-12-16 19:19:00|1159|car|3.15
2019-12-16 19:19:00|1159|person|0.866667
2019-12-16 19:19:00|1159|bus|0.533333
2019-12-16 19:19:00|1159|traffic light|0.416667
2019-12-16 19:20:00|1160|traffic light|1.0
2019-12-16 19:20:00|1160|car|2.8
2019-12-16 19:20:00|1160|person|0.333333
2019-12-16 19:20:00|1160|truck|0.016667
2019-12-16 19:21:00|1161|traffic light|0.966667
2019-12-16 19:21:00|1161|car|2.5
2019-12-16 19:21:00|1161|person|0.783333
2019-12-16 19:21:00|1161|backpack|0.083333
2019-12-16 19:21:00|1161|handbag|0.016667
2019-12-16 19:21:00|1161|traffic light|0.95
2019-12-16 19:21:00|1161|car|2.766667
2019-12-16 19:21:00|1161|person|0.383333
2019-12-16 19:21:00|1161|truck|0.033333
2019-12-16 19:21:00|1161|bus|0.016667
2019-12-16 19:22:00|1162|traffic light|0.716667
2019-12-16 19:22:00|1162|car|3.166667
2019-12-16 19:22:00|1162|person|2.8
2019-12-16 19:22:00|1162|backpack|0.016667
2019-12-16 19:22:00|1162|bus|0.2
2019-12-16 19:22:00|1162|traffic light|0.766667
2019-12-16 19:22:00|1162|car|3.366667
2019-12-16 19:22:00|1162|truck|0.05
2019-12-16 19:22:00|1162|person|0.2
2019-12-16 19:22:00|1162|motorcycle|0.1
2019-12-16 19:22:00|1162|bicycle|0.066667
2019-12-16 19:23:00|1163|traffic light|0.95
2019-12-16 19:23:00|1163|car|3.0
2019-12-16 19:23:00|1163|truck|0.016667
2019-12-16 19:23:00|1163|person|0.483333
2019-12-16 19:23:00|1163|traffic light|0.8
2019-12-16 19:23:00|1163|car|2.483333
2019-12-16 19:23:00|1163|bus|0.383333
2019-12-16 19:23:00|1163|truck|0.083333
2019-12-16 19:23:00|1163|person|0.983333
2019-12-16 19:23:00|1163|bicycle|0.033333
2019-12-16 19:23:00|1163|backpack|0.016667
2019-12-16 19:24:00|1164|handbag|0.016667
2019-12-16 19:24:00|1164|traffic light|0.783333
2019-12-16 19:24:00|1164|car|3.233333
2019-12-16 19:24:00|1164|person|0.3
2019-12-16 19:24:00|1164|truck|0.066667
2019-12-16 19:24:00|1164|bus|0.033333
2019-12-16 19:24:00|1164|bicycle|0.1
2019-12-16 19:25:00|1165|traffic light|0.766667
2019-12-16 19:25:00|1165|car|3.216667
2019-12-16 19:25:00|1165|person|0.716667
2019-12-16 19:25:00|1165|bicycle|0.016667
2019-12-16 19:25:00|1165|truck|0.1
2019-12-16 19:25:00|1165|bus|0.266667
2019-12-16 19:25:00|1165|bus|0.6
2019-12-16 19:25:00|1165|car|3.566667
2019-12-16 19:25:00|1165|person|0.45
2019-12-16 19:25:00|1165|truck|0.016667
2019-12-16 19:25:00|1165|traffic light|0.35
2019-12-16 19:26:00|1166|traffic light|0.95
2019-12-16 19:26:00|1166|car|2.6
2019-12-16 19:26:00|1166|person|0.6
2019-12-16 19:26:00|1166|traffic light|0.683333
2019-12-16 19:26:00|1166|car|2.15
2019-12-16 19:27:00|1167|car|2.616667
2019-12-16 19:27:00|1167|traffic light|0.416667
2019-12-16 19:27:00|1167|person|1.033333
2019-12-16 19:28:00|1168|car|3.033333
2019-12-16 19:28:00|1168|person|1.25
2019-12-16 19:28:00|1168|truck|0.1
2019-12-16 19:28:00|1168|bus|0.233333
2019-12-16 19:28:00|1168|traffic light|0.066667
2019-12-16 19:28:00|1168|car|3.433333
2019-12-16 19:28:00|1168|truck|0.033333
2019-12-16 19:28:00|1168|person|0.35
2019-12-16 19:28:00|1168|bus|0.016667
2019-12-16 19:28:00|1168|traffic light|0.183333
2019-12-16 19:29:00|1169|car|2.616667
2019-12-16 19:29:00|1169|person|0.65
2019-12-16 19:29:00|1169|traffic light|0.116667
2019-12-16 19:29:00|1169|truck|0.316667
